,user_name,user_location,date,text,rating
103,menine picapau nem nem,"São Carlos, Brasil",2022-09-21 14:11:34+00:00,gente o tusquinha ontem tudo de bom,
104,A N A ✨,,2022-09-21 14:07:38+00:00,Em depressão severa por não poder ir no Tusquinha essa semana,
105,menine nem nem,"São Carlos, Brasil",2022-09-21 14:11:34+00:00,gente o tusquinha ontem tudo de bom,
106,Ari Dodói,"Sorocaba, São Paulo",2022-09-21 13:15:41+00:00,"Vontade de ir no tusquinha de nv, mas viajo amanhã cedo e ainda tem a porra do relatório do estágio q n entreguei",
107,Ari Godoi,"Sorocaba, São Paulo",2022-09-21 13:15:41+00:00,"Vontade de ir no tusquinha de nv, mas viajo amanhã cedo e ainda tem a porra do relatório do estágio q n entreguei",
108,Dollynho reclama da atlética,,2022-09-21 13:14:51+00:00,"Não vou reclamar da atlética, vou só falar uma coisa e vcs decidam por si só

Tusquinha de terça e quarta no Milton Olaio",
109,juju,sanca,2022-09-21 18:56:46+00:00,surto e surto mas vamos de tusquinha,
110,jess 🛸,Ot5,2022-09-22 01:16:47+00:00,hoje eu toquei como se não houvesse amanhã todas as minhas mágoas eu deixei no tusquinha,
111,Antissocial que assumiu o TDA,,2022-09-22 13:25:42+00:00,Tusquinha foi bom dms amigos,
112,𝕾𝖊𝖛𝖊𝖌𝖔𝖉 𝕰𝖛𝖔𝖑𝖛𝖊𝖉,,2022-09-21 12:38:07+00:00,se pá vou tirar mó notão nessa prova valeu a pena não ir no tusquinha ontem,
113,Juju,,2022-09-21 12:36:02+00:00,"Não consigo acompanhar o pique dos universitários, Tusquinha de Terça Feira? Pelo amor de Deus",
114,sapo,,2022-09-21 11:43:30+00:00,"ACORDEI NÉ E TALS, AÍ FUI NA COZINHA TOMAR UM CAFÉ E MEU IRMÃO VEIO CORRENDO ME ABRAÇAR PRA ME DAR BOM DIA, DEI LOGO UM CHUTÃO, JOGUEI NA PORTA, BOM DIA O CARALHO, HOJE É DIA DE GUERRA PORRA,DIA DE TUSQUINHA, MANÉ BOM DIA, PILHADÃO E A CRIANÇA VEM ME DA BOM DIA",
115,army do litrão,,2022-09-22 03:02:18+00:00,eu no meio do tusquinha abrindo o instagram pra ver o vídeo do taehyung pra vogue 🥺❤️ ele tá tão lindo,
116,army do litrão,,2022-09-21 21:56:16+00:00,e a gente q foi no tusquinha de carona no carreto da gaperia https://t.co/7E3MH9b5yc,
117,gpeto aventuras bizarras ☭,BCC - USP/ICMC,2022-09-21 11:17:25+00:00,"RT @cansadasso: O pessoal fretou um caminhão pra ir para o tusquinha, a galera já tá em 3022 tá louco https://t.co/WHl6N4s77y",
118,rafael,ele/dele,2022-09-21 10:28:58+00:00,depois do tusquinha e bailão eu vou aposentar de rolê,
119,Franzotti,,2022-09-21 10:19:49+00:00,20/09 - tusquinha 2.0 https://t.co/70k9JBrrCt,
120,Quirera com quiabo,,2022-09-21 09:59:20+00:00,Sepa nem vou ver o hand no tusquinha 🤧,
121,xeqoLLLa 🇾🇪,Matão/São Carlos,2022-09-21 07:41:59+00:00,"que tusquinha abençoado 🙏,  cheio das benção, quem tava tava 🤧",
122,bia agora tem amigos em sanca 💪,ela(eu)/dela(hwang yeji),2022-09-21 05:26:50+00:00,"hj tem tusquinha, MDS",
123,jao!,,2022-09-21 04:42:29+00:00,s i m p l e s m e n t e  tusquinha,
124,amanda,🏳️‍🌈 • ela/dela,2022-09-21 12:49:40+00:00,RT @matheusseverich: se pá vou tirar mó notão nessa prova valeu a pena não ir no tusquinha ontem,
125,viciado em agua tonica,,2022-09-21 09:59:20+00:00,Sepa nem vou ver o hand no tusquinha 🤧,
126,LLLetu,,2022-09-21 04:42:08+00:00,Não ir no tusquinha hoje foi uma das melhores decisões do meu semestre (talvez a única decisão sensata rs),
127,ferseulgi do solo 🐻,,2022-09-21 04:33:31+00:00,Número 7 do baska tusquinha joga mto meu mano,
128,trident menta,,2022-09-21 04:29:09+00:00,tusquinha me rendeu um souvenir de baqueta e uma sobrancelha chaveada,
129,Acre,"São Carlos, Brasil",2022-09-21 04:26:39+00:00,"As pessoas no tusquinha e eu n, parem de ser felizes quando eu nn sou, que saco",
130,Gustavo Melo,"Goiânia, Brasil",2022-09-21 04:24:02+00:00,"Mas o último treino foi pré tusquinha, então nem deixaram no rachão por ser novato kkkkk
Eu exijo um time C pra novatos jogarem!!!",
131,lecolecolecoleco,"Jundiaí, Brasil",2022-09-21 04:11:15+00:00,"simplesmente o tusquinha prometia muito e acabou sendo um desastre

acontece",
132,mari,,2022-09-21 04:09:11+00:00,morta pós 1 dia de tusquinha,
133,Gustavo Melo,"Goiânia, Brasil",2022-09-21 04:00:26+00:00,Toquei no tusquinha hoje e simplesmente estou com o ouvido assobiando continuamente,
134,Estagiane Temporine,Limeira SP,2022-09-21 03:51:50+00:00,Noossaaa não prometeram nada e entregaram tudoo nesse tusquinha eem!! Volei e basquete femininooo!!! Parabenss!!!,
135,𝐓𝐈𝐓𝐈,"São Carlos, Brasil",2022-09-21 03:47:06+00:00,"Num braço escrito Pipa, no outro Rolim e na testa Pepe, tudo certo por aqui pós Tusquinha",
136,Lollys,Cubatão / São Carlos ,2022-09-21 02:22:34+00:00,RT @piranna9: Tusquinha em dia de semana no final de semestre fode muito e ser no Milton ainda... pelo amor de deus atlética,
