,user_name,user_location,date,text,rating
71,dudu da pomerânia,gabinete das fake news ,2022-09-26 21:56:57+00:00,vim pra guarulhos p votar e esqueci meu título em sanca,
72,Opala 4.1,,2022-09-26 21:54:41+00:00,"@stormyurii @NyTorres_ Ali em baixo da estação de sanca rapaize e tem uma na galeria que fica no final da Visconde, onde era a Gabriel games",
73,Hermes,,2022-09-26 21:47:27+00:00,"RT @BrazilFight: TWITAÇO AGORA.
#BrasilVota22 JÁ ESTÁ CHEGANDO NO PRIMEIRO LUGAR DO TWITTER.",
74,Macro,,2022-09-26 21:16:56+00:00,"Tava planejando ir pra sanca mês q vem, mas a caju só pode me receber quase em novembro",
75,Mis,,2022-09-26 21:12:54+00:00,Pelo menos eu fui pra sanca né,
76,eIFAtila vota 80 e 13,,2022-09-26 21:02:23+00:00,Nossa pq ngm me disse antes que ta PERFEITO pra ouvir Paramore no tempo de sanca de hj?,
77,a sanches,,2022-09-26 21:00:53+00:00,"vem halloween no sanca, vem logo pfv",
78,Thay,,2022-09-26 20:58:36+00:00,o cara que tá colocando sanca de gesso aqui em casa é bolsonarista quero me m,
79,júlia,Minas Gerais,2022-09-26 19:43:01+00:00,"Comprei passagem de volta de casa pra sanca sem ter a mínima noção se vou conseguir ir em casa. O impulso, sabe",
80,Talita Fernandes,"São Paulo, Brasil",2022-09-26 18:50:02+00:00,"RT @luanasluas: amigos de sanca, tô vendendo minha bike, tá novinha, posso entregar se for perto da USP. R$ 400,00, negociável. 

os acessó…",
81,PALMEIRAS sempre,,2022-09-26 17:53:54+00:00,@folha Ou seja quer roubar o povo denovo!!,
82,PALMEIRAS sempre,,2022-09-26 17:50:33+00:00,RT @EdimarO96985506: Lula totalmente bebado fazendo campanha no Rio de Janeiro 👊👊😡 https://t.co/Xv6lLFOJDV,
83,Bebel,"Araraquara, Brasil",2022-09-26 17:47:55+00:00,@tami_sanca Eu acho que sim tb (?????),
84,nightmare eyessss 1️⃣3️⃣,cool people country 🏳️‍⚧️,2022-09-26 17:29:10+00:00,"@Jade_Martinns eu faço um ano daqui 8 dias, numa mistura louca de diy, acompanhamento no SUS e endócrino particular
você faz em sanca no HU?",
85,Ofestas List,,2022-09-26 17:03:41+00:00,"😱😱😱😱😱😱

Spot LED 5W Lâmpada Direcionável 6000K Gesso Sanca Branco

R$ 4,00

Preço em promoção ou estoque da oferta pode expirar rapidamente. CONFIRA: 

https://t.co/qwPd3hBd6h https://t.co/tUWq75hBQq",
86,PALMEIRAS sempre,,2022-09-26 16:26:39+00:00,RT @PeKelmon: Chegamos Juíz de Fora!🇧🇷 https://t.co/TqaxsTuB6X,
87,MTDesconto,Brasil,2022-09-26 16:00:32+00:00,"Spot LED 5W Lâmpada Direcionável 6000K Gesso Sanca Branco na Casas Bahia - R$ 4,00. Oferta Relâmpago. #oferta #relampago #desconto #promoção #cupom https://t.co/ih8gJEQEd4",
88,gabi brown jr,,2022-09-26 15:58:12+00:00,n posso vazar de sanca pq tenho aula na quinta 🤡,
89,Promobit,Brasil,2022-09-26 15:21:02+00:00,"#promoção #oferta  [Marketplace] Spot LED 5W Lâmpada Direcionável 6000K Gesso Sanca Branco - R$ 4,00  #led https://t.co/Pg2cnXKEVh",
